default|education|contact|marital|poutcome|housing|loan|month|job|balance|day_of_week|campaign|age|pdays|previous|duration|y
no|secondary|cellular|married|unknown|no|no|may|blue-collar|2263|7|2|32|-1|0|113|no
no|secondary|cellular|divorced|failure|yes|yes|may|services|608|7|3|45|323|30|1135|yes
no|secondary|cellular|single|unknown|yes|no|may|services|1274|7|2|32|-1|0|239|no
no|tertiary|telephone|married|failure|no|no|may|management|60|7|2|48|339|7|376|no
no|secondary|cellular|single|failure|yes|no|may|admin.|626|7|2|32|351|1|324|no
no|tertiary|cellular|married|failure|yes|yes|may|management|86|7|6|30|169|3|255|no
no|unknown|cellular|married|unknown|yes|no|may|admin.|516|7|8|32|-1|0|20|no
no|secondary|cellular|divorced|failure|yes|no|may|admin.|146|7|3|43|358|2|274|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|0|7|4|33|-1|0|831|no
no|tertiary|cellular|married|failure|yes|yes|may|management|0|7|3|52|343|5|541|no
no|tertiary|cellular|single|unknown|yes|no|may|entrepreneur|229|7|7|58|-1|0|162|no
no|secondary|cellular|married|unknown|yes|yes|may|blue-collar|-158|7|2|37|-1|0|892|no
no|primary|telephone|married|unknown|yes|no|may|management|0|7|3|59|-1|0|123|no
no|secondary|cellular|married|unknown|yes|yes|may|technician|3071|7|3|57|-1|0|63|no
no|secondary|cellular|divorced|unknown|yes|no|may|technician|291|7|2|39|-1|0|882|yes
no|tertiary|telephone|divorced|unknown|yes|no|may|management|0|7|4|44|-1|0|146|no
no|secondary|cellular|single|unknown|yes|no|may|self-employed|933|7|2|25|-1|0|463|no
no|primary|telephone|married|unknown|yes|no|may|blue-collar|823|7|12|43|-1|0|174|no
no|secondary|cellular|single|unknown|yes|no|may|technician|-540|7|2|24|-1|0|190|no
no|tertiary|cellular|divorced|unknown|yes|no|may|technician|2317|7|4|25|-1|0|273|no
no|secondary|cellular|married|unknown|yes|yes|may|services|0|7|2|33|-1|0|172|no
no|primary|cellular|married|unknown|yes|no|may|retired|-35|7|3|46|-1|0|304|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|26|7|5|50|366|2|245|no
no|tertiary|cellular|married|unknown|yes|no|may|services|563|7|2|38|-1|0|251|no
no|secondary|cellular|divorced|unknown|yes|no|may|technician|0|7|2|33|-1|0|177|no
no|secondary|cellular|single|unknown|no|no|may|student|279|7|3|26|-1|0|239|no
no|tertiary|cellular|married|unknown|yes|no|may|admin.|464|7|1|39|-1|0|100|no
no|secondary|cellular|single|unknown|yes|no|may|student|252|7|3|22|-1|0|206|no
no|secondary|cellular|divorced|failure|yes|no|may|blue-collar|-184|7|3|45|170|5|878|yes
no|secondary|cellular|single|unknown|yes|no|may|services|403|7|3|39|-1|0|1262|yes
no|secondary|telephone|married|other|yes|yes|may|technician|-408|7|4|46|286|1|138|no
no|unknown|telephone|married|unknown|yes|no|may|blue-collar|0|7|4|51|-1|0|10|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|0|7|2|53|-1|0|407|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|1615|7|2|35|-1|0|1051|no
no|secondary|cellular|divorced|unknown|yes|no|may|admin.|0|7|3|34|-1|0|323|no
yes|secondary|cellular|married|unknown|yes|no|may|blue-collar|-584|7|2|27|-1|0|411|no
no|tertiary|cellular|married|failure|yes|no|may|management|734|7|2|49|324|3|42|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|1223|7|1|54|-1|0|369|no
no|tertiary|telephone|married|unknown|yes|yes|may|management|249|7|1|52|-1|0|100|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|185|7|1|27|-1|0|212|no
no|tertiary|telephone|married|unknown|yes|no|may|management|11103|7|1|41|-1|0|55|no
no|secondary|cellular|married|unknown|yes|yes|may|blue-collar|140|7|1|37|-1|0|490|no
no|secondary|cellular|single|unknown|yes|no|may|admin.|26|7|2|28|-1|0|227|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|0|7|2|39|-1|0|722|no
no|secondary|cellular|divorced|unknown|no|no|may|technician|3271|7|2|45|-1|0|388|no
no|secondary|cellular|married|unknown|yes|yes|may|blue-collar|195|7|2|36|-1|0|1297|no
no|secondary|cellular|single|unknown|yes|no|may|technician|781|7|1|33|-1|0|201|no
no|tertiary|cellular|single|unknown|yes|no|may|technician|1849|7|1|32|-1|0|155|no
no|primary|cellular|single|failure|yes|no|may|blue-collar|279|7|1|34|357|1|208|no
no|secondary|cellular|single|unknown|yes|no|may|technician|281|7|1|29|-1|0|340|no
no|secondary|cellular|married|unknown|yes|no|may|technician|518|7|3|26|-1|0|189|no
no|secondary|cellular|single|other|yes|no|may|services|805|7|5|28|336|7|148|no
no|tertiary|cellular|married|unknown|yes|no|may|management|202|7|1|29|-1|0|378|no
no|primary|cellular|married|failure|yes|no|may|blue-collar|762|7|2|49|360|4|373|no
no|secondary|cellular|married|other|yes|no|may|services|1269|7|1|47|253|6|181|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|117|7|1|38|337|1|54|no
no|unknown|cellular|divorced|failure|yes|no|may|admin.|64|7|1|40|293|1|873|no
no|secondary|telephone|married|other|yes|no|may|blue-collar|232|8|8|43|324|7|128|no
no|secondary|cellular|married|failure|yes|no|may|services|4760|8|2|37|169|2|182|no
no|secondary|cellular|divorced|unknown|yes|no|may|blue-collar|169|8|2|47|-1|0|141|no
no|primary|cellular|divorced|unknown|yes|no|may|services|418|8|2|36|-1|0|156|no
no|tertiary|cellular|married|other|yes|no|may|management|247|8|3|35|367|3|209|no
no|secondary|cellular|married|unknown|yes|no|may|technician|135|8|3|44|-1|0|262|no
no|secondary|cellular|divorced|failure|yes|no|may|admin.|-607|8|2|40|353|2|328|no
no|tertiary|telephone|married|failure|yes|no|may|management|9|8|3|43|358|3|142|no
no|primary|telephone|married|unknown|yes|no|may|entrepreneur|319|8|9|42|-1|0|17|no
no|primary|telephone|married|unknown|yes|no|may|blue-collar|0|8|4|37|-1|0|143|no
no|tertiary|cellular|divorced|other|yes|no|may|management|52|8|3|57|359|8|40|no
no|secondary|cellular|married|unknown|yes|no|may|admin.|500|8|8|29|-1|0|8|no
no|secondary|cellular|married|unknown|yes|yes|may|unemployed|1243|8|4|34|-1|0|157|no
no|secondary|telephone|married|unknown|yes|no|may|blue-collar|1255|8|1|56|-1|0|145|no
no|secondary|cellular|single|unknown|yes|no|may|technician|50|8|1|25|-1|0|191|no
no|secondary|cellular|single|failure|yes|no|may|admin.|2345|8|2|39|344|2|491|yes
no|tertiary|cellular|married|failure|yes|no|may|management|400|8|1|50|360|1|41|no
no|primary|cellular|married|unknown|yes|yes|may|blue-collar|245|8|3|33|-1|0|253|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|0|8|1|43|-1|0|440|no
no|tertiary|cellular|married|failure|yes|no|may|management|-181|8|1|31|170|2|127|no
no|secondary|cellular|single|failure|yes|no|may|admin.|2749|8|1|39|170|1|104|no
no|primary|cellular|married|unknown|no|no|may|entrepreneur|5039|8|2|44|-1|0|317|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|608|8|2|42|-1|0|67|no
no|unknown|cellular|single|failure|yes|no|may|self-employed|7118|8|6|31|170|3|795|no
no|secondary|cellular|single|failure|yes|no|may|unemployed|233|8|8|34|365|4|11|no
no|secondary|cellular|divorced|unknown|yes|no|may|retired|1029|8|1|57|-1|0|165|no
no|primary|cellular|married|other|yes|no|may|blue-collar|120|8|4|37|358|1|80|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|2039|8|1|41|-1|0|729|yes
no|tertiary|cellular|divorced|unknown|yes|no|may|management|357|8|1|42|-1|0|39|no
no|secondary|cellular|divorced|unknown|no|yes|may|admin.|883|8|1|29|-1|0|85|no
no|secondary|cellular|single|unknown|yes|yes|may|admin.|-149|8|1|42|-1|0|33|no
no|secondary|cellular|divorced|failure|yes|no|may|blue-collar|75|8|1|57|361|2|159|no
no|tertiary|cellular|married|failure|no|yes|may|technician|7|8|1|53|368|1|57|no
no|unknown|cellular|divorced|unknown|yes|no|may|technician|629|8|1|53|-1|0|298|no
no|secondary|cellular|married|other|yes|no|may|technician|1613|8|1|37|281|11|266|no
no|secondary|cellular|single|unknown|yes|no|may|technician|3806|8|3|33|-1|0|95|no
no|tertiary|cellular|single|unknown|yes|yes|may|management|0|8|1|48|-1|0|76|no
no|tertiary|cellular|single|other|yes|no|may|management|277|8|1|30|42|1|166|no
no|secondary|cellular|divorced|unknown|yes|no|may|admin.|639|8|1|41|-1|0|88|no
no|secondary|cellular|married|failure|yes|no|may|self-employed|264|8|1|45|360|2|113|no
no|tertiary|cellular|married|unknown|yes|no|may|management|3518|8|1|39|-1|0|440|no
no|secondary|cellular|married|other|yes|no|may|technician|56|8|1|32|359|5|126|no
no|secondary|cellular|married|failure|yes|yes|may|self-employed|167|8|4|40|295|1|380|no
no|secondary|cellular|married|unknown|yes|no|may|services|68|8|2|57|-1|0|65|no
no|secondary|cellular|single|unknown|yes|no|may|admin.|0|8|1|45|-1|0|38|no
no|secondary|cellular|married|unknown|yes|no|may|services|770|8|1|45|-1|0|114|no
no|secondary|cellular|married|unknown|yes|no|may|management|458|8|3|45|-1|0|181|no
no|secondary|cellular|married|unknown|yes|no|may|management|174|8|1|46|-1|0|157|no
no|unknown|cellular|divorced|failure|yes|no|may|admin.|789|8|1|56|360|2|1022|no
no|secondary|cellular|married|failure|yes|no|may|technician|2313|8|3|56|364|2|293|no
no|primary|cellular|divorced|unknown|yes|no|may|blue-collar|71|8|1|40|-1|0|225|no
no|secondary|cellular|married|failure|yes|no|may|technician|1234|8|1|34|288|6|106|no
no|primary|cellular|single|failure|yes|yes|may|blue-collar|0|8|1|38|290|1|84|no
no|primary|cellular|married|unknown|no|no|may|blue-collar|0|8|1|33|-1|0|174|no
no|tertiary|cellular|married|failure|yes|no|may|management|-4|8|1|41|368|1|72|no
no|secondary|cellular|married|unknown|yes|yes|may|blue-collar|2|8|5|43|-1|0|7|no
no|secondary|cellular|married|unknown|yes|yes|may|technician|-330|8|1|43|-1|0|105|no
no|tertiary|cellular|single|unknown|yes|no|may|management|1137|8|1|27|-1|0|26|no
no|tertiary|cellular|married|unknown|yes|no|may|technician|0|8|1|33|-1|0|206|no
no|secondary|cellular|single|unknown|yes|no|may|technician|220|8|1|33|-1|0|197|no
no|tertiary|cellular|single|failure|yes|no|may|management|5945|8|1|34|170|1|285|no
no|tertiary|cellular|married|failure|yes|no|may|self-employed|6237|8|1|59|169|2|63|no
no|secondary|cellular|married|unknown|yes|no|may|services|100|8|1|39|-1|0|132|no
no|primary|cellular|divorced|unknown|yes|no|may|blue-collar|28|8|5|42|-1|0|213|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|194|8|3|30|-1|0|475|no
no|secondary|cellular|single|unknown|yes|no|may|technician|106|8|1|31|-1|0|94|no
no|secondary|cellular|single|unknown|yes|no|may|technician|4|8|1|23|-1|0|763|yes
no|tertiary|cellular|married|unknown|yes|no|may|technician|-129|8|1|49|-1|0|240|no
no|secondary|cellular|divorced|failure|yes|yes|may|admin.|2679|8|1|40|350|1|122|no
no|secondary|cellular|single|unknown|yes|no|may|technician|691|8|1|31|-1|0|198|no
no|secondary|cellular|single|unknown|yes|no|may|admin.|1965|8|1|39|-1|0|247|no
no|tertiary|cellular|married|failure|yes|no|may|management|73|8|1|56|368|2|122|no
no|secondary|cellular|single|unknown|yes|no|may|admin.|979|8|1|43|-1|0|154|no
no|secondary|cellular|divorced|failure|yes|no|may|unemployed|1144|8|2|31|367|1|65|no
no|secondary|cellular|divorced|unknown|yes|no|may|blue-collar|-274|8|1|41|-1|0|279|no
no|tertiary|cellular|married|failure|yes|yes|may|management|716|8|1|46|172|1|557|no
no|secondary|cellular|single|unknown|yes|no|may|unemployed|747|8|2|32|-1|0|130|no
no|tertiary|telephone|single|unknown|yes|no|may|management|220|8|1|34|-1|0|63|no
no|secondary|cellular|married|unknown|yes|no|may|technician|0|8|2|32|-1|0|77|no
no|secondary|cellular|married|unknown|yes|no|may|services|244|8|1|55|-1|0|171|no
no|primary|cellular|married|failure|yes|no|may|blue-collar|0|8|1|35|290|2|265|no
no|secondary|cellular|married|unknown|yes|no|may|technician|4|8|5|30|-1|0|17|no
no|tertiary|cellular|divorced|unknown|yes|no|may|management|299|8|2|39|-1|0|40|no
no|secondary|cellular|married|failure|yes|no|may|technician|28|8|1|57|358|1|163|no
no|tertiary|cellular|divorced|unknown|no|no|may|management|313|8|1|48|-1|0|208|no
no|secondary|cellular|divorced|failure|yes|no|may|admin.|74|8|2|51|287|2|74|no
no|secondary|cellular|married|failure|yes|no|may|technician|950|8|1|58|303|1|49|no
no|secondary|cellular|single|unknown|yes|no|may|admin.|506|8|4|36|-1|0|208|no
no|primary|cellular|single|unknown|yes|no|may|management|259|8|1|40|-1|0|70|no
no|unknown|cellular|married|failure|yes|no|may|entrepreneur|19|8|1|54|368|1|103|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|156|8|1|35|283|3|302|no
no|secondary|cellular|single|unknown|yes|no|may|technician|-423|8|6|31|-1|0|103|no
no|primary|cellular|married|unknown|yes|no|may|entrepreneur|350|8|1|38|-1|0|75|no
no|secondary|cellular|married|failure|yes|yes|may|blue-collar|1794|8|1|48|343|2|97|no
no|tertiary|cellular|divorced|failure|yes|no|may|management|84|8|5|48|364|5|14|no
no|secondary|cellular|married|other|yes|yes|may|services|-182|8|6|36|304|11|19|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|8|8|2|31|170|1|98|no
no|secondary|cellular|single|failure|yes|no|may|blue-collar|259|8|3|32|354|1|158|no
no|secondary|cellular|married|unknown|no|no|may|retired|2396|8|1|46|-1|0|307|no
no|secondary|cellular|married|failure|yes|no|may|technician|20|8|1|50|303|1|57|no
no|primary|cellular|married|unknown|yes|yes|may|blue-collar|1428|8|1|41|-1|0|182|no
no|secondary|cellular|married|failure|yes|no|may|technician|533|8|4|44|171|3|153|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|9083|8|1|46|-1|0|389|no
no|secondary|cellular|married|failure|yes|yes|may|blue-collar|171|8|1|39|353|1|153|no
no|secondary|cellular|married|failure|yes|yes|may|services|4300|8|1|49|256|6|134|no
no|secondary|cellular|divorced|unknown|yes|no|may|technician|-163|8|1|40|-1|0|290|no
no|secondary|cellular|married|unknown|yes|no|may|admin.|526|8|1|40|-1|0|851|no
no|secondary|cellular|married|unknown|no|no|may|blue-collar|14|8|1|27|-1|0|295|no
no|secondary|telephone|married|unknown|yes|no|may|blue-collar|5078|8|1|48|-1|0|139|no
no|tertiary|cellular|married|unknown|yes|no|may|management|296|8|1|47|-1|0|500|no
no|secondary|cellular|married|failure|yes|no|may|admin.|6005|8|1|57|323|6|704|yes
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|74|8|2|36|-1|0|168|no
no|secondary|cellular|married|unknown|yes|yes|may|blue-collar|-190|8|3|31|-1|0|299|no
no|secondary|cellular|single|failure|yes|no|may|blue-collar|0|8|5|23|350|2|6|no
no|primary|cellular|single|failure|yes|no|may|blue-collar|1918|8|1|32|172|1|318|no
no|secondary|cellular|single|unknown|yes|no|may|self-employed|23|8|1|27|-1|0|291|no
no|unknown|telephone|married|unknown|yes|no|may|blue-collar|842|8|1|46|-1|0|833|yes
no|secondary|cellular|married|unknown|no|no|may|retired|2330|8|1|56|-1|0|209|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|0|8|1|36|-1|0|113|no
no|tertiary|cellular|married|other|yes|no|may|management|489|8|1|43|172|2|130|no
no|primary|cellular|married|failure|yes|no|may|admin.|0|8|1|53|298|3|86|no
no|secondary|cellular|married|failure|yes|no|may|management|408|8|1|40|322|4|80|no
no|secondary|cellular|divorced|failure|yes|yes|may|admin.|859|8|1|38|302|4|52|no
no|secondary|cellular|married|failure|yes|no|may|services|0|8|1|36|368|1|346|no
no|tertiary|cellular|married|unknown|yes|no|may|management|1311|8|1|49|-1|0|813|yes
no|secondary|cellular|married|unknown|no|no|may|admin.|-4|8|5|32|-1|0|47|no
no|unknown|cellular|married|other|yes|no|may|management|0|8|1|48|344|1|612|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|-116|8|2|56|-1|0|1014|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|265|8|2|47|368|1|144|no
no|secondary|cellular|divorced|failure|yes|no|may|management|-35|8|1|51|263|5|498|no
no|tertiary|cellular|married|unknown|yes|no|may|management|0|8|1|40|-1|0|232|no
no|secondary|cellular|divorced|unknown|yes|no|may|blue-collar|-441|8|2|50|-1|0|203|no
no|secondary|cellular|divorced|other|yes|no|may|technician|262|8|1|37|281|4|268|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|860|8|1|39|-1|0|312|no
no|secondary|cellular|married|failure|yes|yes|may|technician|227|8|1|44|262|2|364|no
no|secondary|cellular|divorced|unknown|yes|no|may|services|62|8|1|48|-1|0|561|no
no|tertiary|cellular|divorced|unknown|yes|no|may|management|0|8|2|33|-1|0|212|no
no|secondary|cellular|married|unknown|no|yes|may|admin.|1131|8|1|48|-1|0|49|no
no|tertiary|cellular|single|unknown|no|no|may|management|642|8|1|35|-1|0|278|no
no|secondary|cellular|single|failure|yes|no|may|management|1090|8|1|31|303|1|50|no
no|unknown|cellular|married|unknown|yes|no|may|technician|253|8|1|53|-1|0|763|no
no|secondary|cellular|divorced|failure|yes|no|may|blue-collar|203|8|1|51|170|5|134|no
no|secondary|cellular|married|failure|yes|no|may|services|972|8|1|45|282|3|343|no
no|secondary|cellular|married|unknown|yes|no|may|services|177|8|1|43|-1|0|120|no
no|secondary|cellular|divorced|unknown|yes|no|may|admin.|258|8|1|38|-1|0|191|no
no|primary|cellular|single|failure|no|no|may|retired|0|8|1|41|368|2|239|no
no|secondary|cellular|single|other|yes|no|may|technician|156|8|4|29|347|3|111|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|180|8|2|37|-1|0|114|no
no|unknown|cellular|married|failure|yes|no|may|technician|-287|8|1|50|347|1|92|no
no|secondary|cellular|single|unknown|yes|no|may|services|1884|8|1|49|-1|0|43|no
no|tertiary|cellular|married|failure|yes|no|may|management|0|8|1|42|360|1|88|no
no|unknown|telephone|married|unknown|no|no|may|blue-collar|33|8|1|52|-1|0|301|no
no|secondary|cellular|single|failure|yes|no|may|blue-collar|1925|8|2|33|67|2|87|no
no|secondary|cellular|married|unknown|yes|no|may|technician|1599|8|1|29|-1|0|36|no
no|tertiary|telephone|divorced|unknown|yes|no|may|self-employed|4647|8|2|40|-1|0|330|no
no|secondary|cellular|single|failure|yes|no|may|blue-collar|238|8|1|38|366|2|86|no
no|tertiary|cellular|married|unknown|yes|no|may|management|541|8|1|58|-1|0|98|no
no|secondary|cellular|married|unknown|yes|no|may|services|138|8|3|36|-1|0|39|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|0|8|2|32|-1|0|80|no
no|secondary|cellular|single|other|yes|no|may|admin.|-281|8|4|28|340|4|144|no
no|secondary|telephone|married|failure|yes|no|may|blue-collar|0|8|2|36|170|2|91|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|3653|8|1|37|-1|0|525|no
no|secondary|cellular|married|other|no|no|may|management|1098|8|3|46|343|3|99|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|-196|8|2|39|-1|0|127|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|333|8|2|32|-1|0|501|yes
yes|secondary|cellular|married|failure|yes|no|may|admin.|-204|8|1|44|347|2|105|no
no|secondary|cellular|married|failure|yes|yes|may|blue-collar|1343|8|2|44|287|2|414|no
no|secondary|cellular|single|failure|yes|no|may|blue-collar|-100|8|2|46|303|1|445|no
no|primary|cellular|married|success|yes|no|may|blue-collar|403|8|2|37|338|1|318|no
no|tertiary|cellular|single|unknown|yes|no|may|management|3041|8|3|29|-1|0|606|yes
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|0|8|3|28|-1|0|191|no
no|primary|cellular|married|unknown|yes|no|may|admin.|444|8|2|39|-1|0|374|no
no|primary|cellular|married|unknown|no|no|may|technician|1280|8|1|47|-1|0|51|no
no|secondary|cellular|single|other|yes|no|may|blue-collar|234|8|1|29|345|1|139|no
